,Date,Tweets
0,2019-02-16 05:09:00,"For the last time this week, read my most recent blog: Where I think British Airways and Virgin Atlantic could send their A350-1000 first.  #BritishAirways #VirginAtlantic #Airbus #Aviation #Avgeek  https://t.co/aeB2oP7DDJ https://t.co/S1xMKmDeAH"
1,2019-02-15 21:07:00,Read the first airports apart from London Heathrow that I think could receive British Airway's and Virgin Atlantic's new A350-1000  #BritishAirways #VirginAtlantic #Airbus #Aviation #Avgeek  https://t.co/aeB2oP7DDJ https://t.co/cjPzfZhaJX
2,2019-02-15 17:22:49,Can't wait! #virginatlantic #virginvoyages https://t.co/Q9lrLJ6fxQ
3,2019-02-15 14:15:19,Brand your Toothbuckle a new patented product that stays with your customers wherever you may take them  @VirginAtlantic   https://t.co/L60oSnE0sv  #toothbrushes #oralcare #smile #virginatlantic #traveling #teeth #branding #toothbrushholder #love #tweet #airlines #flights https://t.co/pXuhIYY5ce
4,2019-02-15 13:06:53,@VirginAtlantic have just disembarked VS7 at London Heathrow almost 4 hours after it was due to take off due to broken fuel pipe. No info if/when we will be going to LA. Can you tell us more? #virgin #virginatlantic
5,2019-02-15 11:53:39,Virgin Atlantic going daily to Tel Aviv #Virginatlantic #Heathrow #Telaviv #A330 https://t.co/rUX38Rpxjj https://t.co/oEz3vEvBdC
6,2019-02-15 11:17:00,Here is some light relief for Friday (for the ones who need to fly places regularly):... https://t.co/goDm1KBMlo  #flying #airlines #britishairways #VirginAtlantic #coach #economy
7,2019-02-15 11:03:00,Read what I think could happen if Flybe were taken over by Virgin   #virginatlantic #flybe #aviation #avgeek   https://t.co/mu0GWp2aUn https://t.co/BsFhl5P0rt
8,2019-02-15 09:39:28,FARE ALERT!! 🚨  ✈️ Manchester to New York DIRECT from only *£233pp* with Virgin Atlantic!!   Snap up this fare whilst you still can ➡️ https://t.co/Iph4ntTc3T   #NewYork #Farealert #Virginatlantic https://t.co/FS2pRkIFLi
9,2019-02-15 08:58:47,Good Morning London #VS22 #VirginAtlantic #Airbus330 #views #travel #fridaymorningviews @VirginAtlantic https://t.co/KkSFMy803M
10,2019-02-15 01:16:02,Delta Air Lines &amp; Air France acquire joint control of Virgin Atlantic https://t.co/eGd6yjltXf @VirginAtlantic #virginatlantic @Delta #deltaairlines @airfrance #airfrance #klm #travel #tourism #holiday #travelling https://t.co/kYyBQXxtuN
11,2019-02-15 01:05:46,Delta Air Lines &amp; Air France acquire joint control of Virgin Atlantic https://t.co/74nvymuR0u @VirginAtlantic #virginatlantic @Delta #deltaairlines @airfrance #airfrance #klm #travel #tourism #holiday #travelling https://t.co/cPvZd9poR4
12,2019-02-14 23:46:40,It would be great to fly on this little baby #virgingalactic #virginatlantic #virginaustralia #virgin #richardbranson https://t.co/0MovFeNug0
13,2019-02-14 17:58:01,💖 Happy Valentine's Day! 💖 Book a #VirginAtlantic #USA #flight with us today and we'll give you £10 off to get your loved one some chocolates (if you are single you get the whole box to yourself!) 📞02072540136 #wanderlust #ValentinesDay #loveislove https://t.co/HptSSM66Hm
14,2019-02-14 17:46:09,What's On Vera?: BIFAs https://t.co/CNfEvAQx3A #flying #avgeek #VirginAtlantic
15,2019-02-14 15:57:57,Very impressed by the @VirginAtlantic crew on #VS44 last night. Was a bouncy old night but they were still smiling 'til the end 😁 #VirginAtlantic
16,2019-02-14 13:09:17,"Next stop America, here’s a little teaser for things to come!  Thoughts going out to the @armygoldenknights wishing a speedy recovery! See you soon.  #parachuteregiment #para #reddevilsfreefallteam #reddevils #america #goldenknights #usa #usarmy #virginatlantic #victorinox https://t.co/h2QNHQRGTz"
17,2019-02-14 12:37:25,Virgin Atlantic Cabin Crew Requirements #cabincrew #virginatlantic #cabincrewjobs https://t.co/SGabmexsjo
18,2019-02-14 12:13:32,Flying back into Heathrow last week!! 😊 can’t believe it’s a week already...😢 #virginatlantic #london #heathrow https://t.co/40HQoxGm1u
19,2019-02-14 10:35:45,This is brilliant  Well done #virginatlantic 😍 https://t.co/jTyBGRM5Vq
20,2019-02-14 10:04:49,The #EuropeanCommission has granted permission for #AirFrance #KLM and #Delta to go ahead with the acquisition of a 31 per cent joint-controlling stake in #VirginAtlantic. https://t.co/hJQ5TjacJq https://t.co/EzrnYOFZGD
21,2019-02-14 07:26:31,#sunrise over #london #vs22 #virginatlantic #nofilter @ Heathrow Airport https://t.co/sTDewnfP1E
22,2019-02-14 06:32:38,Delta Air Lines &amp; Air France acquire joint control of Virgin Atlantic https://t.co/eGd6yjltXf @VirginAtlantic #virginatlantic @Delta #deltaairlines @airfrance #airfrance #klm #travel #tourism #holiday #travelling https://t.co/NvQfzqg3Ab
23,2019-02-14 06:26:15,Delta Air Lines &amp; Air France acquire joint control of Virgin Atlantic https://t.co/74nvymuR0u @VirginAtlantic #virginatlantic @Delta #deltaairlines @airfrance #airfrance #klm #travel #tourism #holiday #travelling https://t.co/H7PQXYGB19
24,2019-02-14 03:53:15,Delta Air Lines &amp; Air France acquire joint control of Virgin Atlantic https://t.co/eGd6yjltXf @VirginAtlantic #virginatlantic @Delta #deltaairlines @airfrance #airfrance #klm #travel #tourism #holiday #travelling https://t.co/AMEhxJX1TG
25,2019-02-13 20:00:01,"A330 @VirginAtlantic ""Miss Sunshine"" departing @manairport in the sunshine for her next flight across the big pond #avgeek #aviation @Airbus @AirbusintheUK #virginatlantic #flymanchester #a330 https://t.co/YLPL5HE35W"
26,2019-02-13 18:10:00,Read here where I think that British Airways and Virgin could send their A350-1000 first.   #BritishAirways #VirginAtlantic #Airbus #Aviation #Avgeek  https://t.co/aeB2oP7DDJ https://t.co/Ikd7drurqb
27,2019-02-13 17:46:09,Tom Morgan Video Diary https://t.co/HP4VssudMn #flying #avgeek #VirginAtlantic
28,2019-02-13 16:58:42,"EU clears #AirFranceKLM, #Delta, #Virgin group deal over #VirginAtlantic https://t.co/lVeLacK5nD"
